CD14	CD23	CD3	CD19	Event	Population
93	159	530	191	1151	8
112	227	56	521	1152	2
272	200	263	222	1153	4
192	270	318	237	1154	4
639	111	181	274	1155	7
17	112	599	269	1156	8
161	316	285	256	1157	5
224	276	285	325	1158	5
55	135	575	231	1159	8
328	393	554	404	1160	3
209	230	506	182	1161	8
138	195	593	241	1162	8
126	197	4	155	1163	1
229	348	278	294	1164	9
165	212	150	130	1165	1
106	164	562	247	1166	8
147	225	565	254	1167	8
187	246	122	249	1168	5
165	151	304	251	1169	5
79	359	0	475	1170	2
242	304	281	325	1171	9
231	307	263	227	1172	4
611	0	328	203	1173	7
189	367	279	234	1174	4
187	262	243	242	1175	5
233	255	265	253	1176	5
111	232	243	292	1177	5
256	319	520	280	1178	9
345	295	321	302	1179	9
245	308	294	205	1180	4
266	326	289	262	1181	9
104	269	570	302	1182	8
141	194	632	271	1183	8
119	201	551	208	1184	8
142	295	260	291	1185	5
32	215	499	250	1186	8
43	208	534	289	1187	8
256	214	271	294	1188	5
52	90	90	204	1189	1
193	71	619	207	1190	8
47	100	550	167	1191	8
394	429	440	621	1192	3
377	334	205	242	1193	9
276	324	292	209	1194	9
104	86	122	558	1195	5
173	275	244	248	1196	5
327	203	160	264	1197	5
180	232	307	242	1198	5
246	319	312	322	1199	9
152	82	568	235	1200	8
162	220	546	252	1201	8
145	149	525	205	1202	8
589	0	236	179	1203	7
154	83	544	271	1204	8
651	120	79	196	1205	7
177	315	281	276	1206	5
158	129	88	156	1207	1
454	424	337	397	1208	3
138	0	560	259	1209	8
106	46	560	286	1210	8
74	228	629	225	1211	8
155	269	266	279	1212	5
58	134	530	241	1213	8
183	78	535	201	1214	8
197	280	265	284	1215	5
131	255	569	191	1216	8
256	287	312	238	1217	9
119	106	535	227	1218	8
100	312	313	159	1219	4
235	330	296	245	1220	9
115	412	0	532	1221	2
181	135	548	222	1222	8
83	74	551	212	1223	8
210	257	275	211	1224	4
207	277	233	254	1225	5
83	197	11	158	1226	1
601	0	180	222	1227	7
151	225	522	263	1228	8
133	206	588	214	1229	8
141	180	149	144	1230	1
133	162	573	212	1231	8
178	193	514	293	1232	8
137	245	276	141	1233	4
4	0	427	212	1234	8
65	0	594	312	1235	8
199	284	209	168	1236	4
154	241	591	210	1237	8
152	212	579	264	1238	8
349	216	273	279	1239	9
206	252	318	228	1240	4
237	317	279	267	1241	9
272	295	303	269	1242	9
234	307	269	265	1243	9
193	200	238	532	1244	5
233	293	308	286	1245	9
146	27	544	283	1246	8
622	286	368	304	1247	7
125	0	640	207	1248	8
130	310	223	212	1249	4
177	321	261	22	1250	4
138	39	530	209	1251	8
429	569	376	409	1252	10
10	134	538	317	1253	8
222	269	228	158	1254	4
219	213	286	263	1255	5
124	248	562	287	1256	8
157	249	296	264	1257	5
222	226	286	302	1258	5
127	0	545	329	1259	8
170	250	486	100	1260	8
0	212	542	345	1261	8
85	181	554	245	1262	8
69	0	533	229	1263	8
604	8	289	153	1264	7
128	297	27	550	1265	2
286	419	281	341	1266	9
489	654	479	409	1267	10
265	314	222	242	1268	4
133	669	38	518	1269	2
142	209	582	204	1270	8
286	325	244	312	1271	9
209	204	411	0	1272	4
0	9	504	160	1273	8
261	350	327	269	1274	9
161	0	381	244	1275	8
41	82	114	140	1276	1
350	435	544	324	1277	3
648	22	266	178	1278	7
212	206	171	282	1279	5
149	71	103	226	1280	1
148	231	247	250	1281	5
280	349	232	237	1282	9
201	312	286	227	1283	4
241	159	271	98	1284	4
160	122	539	205	1285	8
99	413	162	352	1286	2
245	298	262	290	1287	9
111	253	70	268	1288	5
136	181	578	205	1289	8
114	334	264	264	1290	5
154	186	366	224	1291	5
47	141	183	136	1292	1
87	269	256	134	1293	4
0	650	11	465	1294	2
224	284	251	259	1295	5
152	158	564	225	1296	8
236	330	333	339	1297	9
375	428	415	392	1298	3
232	327	304	234	1299	9
219	281	233	231	1300	4
241	194	98	38	1301	1
167	241	214	170	1302	4
496	96	247	294	1303	7
140	252	547	14	1304	8
128	200	405	95	1305	4
62	157	620	219	1306	8
240	292	284	275	1307	9
550	0	282	255	1308	7
339	423	393	339	1309	9
136	206	499	133	1310	8
57	163	579	231	1311	8
112	35	343	0	1312	1
44	0	553	178	1313	8
101	51	154	556	1314	5
221	282	255	253	1315	5
619	397	369	320	1316	7
193	258	328	211	1317	4
295	230	258	263	1318	5
493	527	470	355	1319	10
127	165	594	320	1320	8
153	201	520	237	1321	8
157	309	233	226	1322	4
83	171	580	340	1323	8
587	227	243	256	1324	7
121	159	524	274	1325	8
221	310	274	306	1326	9
0	198	497	224	1327	8
651	0	197	265	1328	7
236	277	224	287	1329	5
143	155	526	224	1330	8
103	0	561	289	1331	8
114	622	28	485	1332	2
168	215	519	216	1333	8
197	224	260	302	1334	5
157	204	576	305	1335	8
72	140	142	149	1336	1
242	292	338	306	1337	9
152	144	524	259	1338	8
55	0	574	244	1339	8
561	185	299	274	1340	7
622	180	173	239	1341	7
109	0	450	201	1342	8
124	111	615	295	1343	8
60	609	100	425	1344	2
44	142	563	220	1345	8
192	305	316	331	1346	9
161	0	528	243	1347	8
63	160	589	229	1348	8
139	239	556	268	1349	8
96	213	519	163	1350	8
64	163	562	305	1351	8
637	265	217	297	1352	7
287	266	246	274	1353	9
103	159	572	323	1354	8
196	255	607	311	1355	8
148	47	651	308	1356	8
275	319	352	301	1357	9
556	0	159	261	1358	7
119	219	183	78	1359	1
29	111	459	227	1360	8
103	90	556	99	1361	8
128	175	560	177	1362	8
178	220	536	191	1363	8
176	206	543	252	1364	8
158	162	567	209	1365	8
205	268	569	101	1366	8
613	233	245	277	1367	7
0	236	574	241	1368	8
301	359	322	315	1369	9
183	294	316	205	1370	4
162	8	655	257	1371	8
644	111	295	180	1372	7
200	262	232	295	1373	5
602	0	231	164	1374	7
142	116	581	136	1375	8
138	149	53	185	1376	1
179	162	279	157	1377	4
106	253	297	273	1378	5
166	219	249	278	1379	5
498	486	266	217	1380	9
226	145	315	267	1381	5
161	159	586	240	1382	8
101	98	525	241	1383	8
138	414	281	310	1384	9
265	262	338	276	1385	9
154	226	593	260	1386	8
136	304	244	271	1387	5
352	420	384	332	1388	9
153	224	583	253	1389	8
36	236	567	152	1390	8
256	318	297	263	1391	9
229	271	298	261	1392	5
82	321	274	265	1393	5
133	150	591	242	1394	8
75	182	547	170	1395	8
32	228	561	118	1396	8
289	238	227	93	1397	4
191	290	291	290	1398	5
51	472	0	448	1399	2
223	255	216	224	1400	4
216	178	254	303	1401	5
659	215	210	169	1402	7
207	285	265	232	1403	4
634	9	227	260	1404	7
179	142	565	268	1405	8
177	281	201	298	1406	5
22	258	534	115	1407	8
76	124	557	196	1408	8
143	7	569	241	1409	8
354	351	154	170	1410	4
274	264	316	260	1411	9
102	0	486	184	1412	8
174	91	174	225	1413	1
71	9	529	203	1414	8
246	263	277	178	1415	4
0	170	568	282	1416	8
161	297	170	216	1417	5
90	222	561	260	1418	8
301	289	310	285	1419	9
166	31	571	291	1420	8
285	287	348	313	1421	9
243	267	249	269	1422	5
203	233	275	253	1423	5
108	411	11	523	1424	2
163	262	235	84	1425	4
255	387	359	288	1426	9
163	234	565	286	1427	8
271	217	241	200	1428	4
218	229	327	259	1429	5
228	258	301	336	1430	5
105	108	472	583	1431	8
193	100	483	198	1432	8
26	179	535	268	1433	8
155	218	514	222	1434	8
605	291	245	105	1435	7
244	283	233	304	1436	5
151	192	573	257	1437	8
634	359	304	166	1438	7
618	104	301	277	1439	7
104	121	164	192	1440	1
204	322	340	225	1441	9
138	164	570	203	1442	8
125	219	96	261	1443	1
132	153	554	234	1444	8
389	460	421	616	1445	3
282	278	263	177	1446	4
97	48	542	253	1447	8
121	59	560	167	1448	8
131	242	190	198	1449	5
193	319	307	289	1450	9
268	283	309	280	1451	9
221	325	270	203	1452	4
174	228	106	84	1453	1
245	254	318	226	1454	4
67	245	135	126	1455	1
223	243	236	244	1456	5
41	135	224	216	1457	1
261	338	259	177	1458	4
263	309	332	330	1459	9
205	306	249	321	1460	5
124	266	361	301	1461	5
115	218	532	151	1462	8
251	310	245	197	1463	4
255	313	251	144	1464	4
127	132	268	289	1465	5
206	352	312	279	1466	9
249	319	350	228	1467	9
61	192	575	105	1468	8
182	151	27	114	1469	1
68	160	143	146	1470	1
60	332	0	625	1471	2
138	253	278	277	1472	5
247	310	281	159	1473	4
77	156	269	279	1474	5
440	476	461	581	1475	3
192	357	403	263	1476	9
95	179	602	280	1477	8
137	241	479	181	1478	8
97	125	601	253	1479	8
97	0	549	197	1480	8
303	388	233	217	1481	9
225	280	204	295	1482	5
112	39	514	252	1483	8
82	37	571	289	1484	8
32	224	622	182	1485	8
171	316	289	216	1486	4
38	116	145	44	1487	1
74	141	607	283	1488	8
85	38	496	278	1489	8
269	314	291	189	1490	4
228	305	253	326	1491	9
214	73	499	204	1492	8
150	133	534	160	1493	8
112	189	547	261	1494	8
26	157	586	267	1495	8
31	86	230	490	1496	5
196	5	527	208	1497	8
105	55	530	214	1498	8
77	188	31	563	1499	2
626	246	294	289	1500	7
108	14	540	159	1501	8
98	0	222	164	1502	1
255	301	301	218	1503	4
238	290	303	252	1504	9
246	309	352	283	1505	9
111	109	534	153	1506	8
96	192	234	207	1507	1
186	319	267	251	1508	5
245	352	272	102	1509	4
68	192	591	238	1510	8
157	95	552	267	1511	8
117	147	527	216	1512	8
460	0	233	214	1513	7
142	168	694	299	1514	8
188	293	249	232	1515	4
669	383	352	396	1516	7
663	139	101	276	1517	7
74	612	104	466	1518	2
255	211	303	280	1519	5
128	184	564	253	1520	8
218	258	285	305	1521	5
189	21	548	295	1522	8
237	331	274	227	1523	4
81	56	358	149	1524	1
528	565	578	383	1525	10
141	0	199	171	1526	1
185	188	72	241	1527	1
167	190	539	249	1528	8
133	173	602	278	1529	8
116	89	169	93	1530	1
125	240	269	281	1531	5
118	212	536	134	1532	8
360	382	371	416	1533	3
516	622	508	321	1534	10
172	347	239	280	1535	5
183	347	280	188	1536	4
199	290	272	257	1537	5
135	212	338	0	1538	4
178	49	531	281	1539	8
73	224	570	236	1540	8
58	84	529	253	1541	8
88	282	258	201	1542	4
281	297	354	357	1543	9
102	305	231	0	1544	4
419	474	439	602	1545	3
164	254	298	275	1546	5
71	192	198	56	1547	1
298	367	386	302	1548	9
316	370	361	318	1549	9
665	0	204	275	1550	7
109	370	276	518	1551	2
189	225	213	343	1552	5
192	261	252	258	1553	5
185	31	568	192	1554	8
47	177	553	306	1555	8
112	246	485	200	1556	8
38	188	605	287	1557	8
40	124	556	182	1558	8
0	147	514	240	1559	8
166	214	396	181	1560	4
116	0	525	329	1561	8
113	112	376	31	1562	1
88	58	608	290	1563	8
148	97	515	185	1564	8
143	248	263	268	1565	5
131	218	182	249	1566	5
213	337	300	272	1567	9
292	327	191	286	1568	9
249	299	337	264	1569	9
148	207	585	293	1570	8
0	558	0	497	1571	2
150	135	503	193	1572	8
52	254	271	258	1573	5
194	283	278	294	1574	5
317	306	307	291	1575	9
56	216	576	246	1576	8
181	121	385	148	1577	8
29	95	572	247	1578	8
51	144	543	197	1579	8
607	266	245	289	1580	7
172	0	593	268	1581	8
197	266	187	264	1582	5
227	351	253	287	1583	9
183	298	279	290	1584	5
202	290	222	229	1585	4
188	278	268	321	1586	5
145	134	579	253	1587	8
250	174	157	254	1588	5
110	143	190	122	1589	1
630	102	109	264	1590	7
154	216	523	228	1591	8
112	198	486	191	1592	8
278	295	277	252	1593	9
135	166	572	194	1594	8
231	334	307	257	1595	9
415	605	512	317	1596	10
84	95	526	256	1597	8
198	290	296	285	1598	5
617	6	304	190	1599	7
253	358	329	250	1600	9
210	308	263	261	1601	5
145	112	355	182	1602	1
106	232	278	203	1603	5
649	76	254	264	1604	7
128	222	352	83	1605	4
0	273	567	210	1606	8
202	270	299	257	1607	5
120	198	114	0	1608	1
198	313	283	298	1609	9
138	270	252	72	1610	4
145	89	246	468	1611	5
99	175	581	322	1612	8
209	331	301	288	1613	9
227	332	282	256	1614	9
131	246	243	224	1615	5
182	65	403	260	1616	8
373	338	531	255	1617	9
218	315	206	121	1618	4
641	284	246	192	1619	7
134	118	598	238	1620	8
130	264	210	315	1621	5
66	469	172	473	1622	2
179	167	502	263	1623	8
153	0	508	233	1624	8
149	226	183	0	1625	1
197	340	282	337	1626	9
362	447	370	383	1627	3
158	222	215	260	1628	5
557	375	318	234	1629	7
150	184	535	53	1630	8
221	285	235	204	1631	4
39	138	538	314	1632	8
614	103	333	200	1633	7
113	250	605	165	1634	8
57	190	595	167	1635	8
197	250	302	254	1636	5
124	75	509	220	1637	8
246	244	288	253	1638	5
178	231	497	196	1639	8
141	76	566	279	1640	8
159	76	516	187	1641	8
144	189	223	209	1642	1
148	94	339	247	1643	5
186	314	251	246	1644	5
26	0	552	182	1645	8
204	298	242	203	1646	4
276	391	364	337	1647	9
637	0	241	249	1648	7
62	334	310	293	1649	5
106	110	191	195	1650	1
62	523	188	534	1651	2
279	290	366	315	1652	9
10	51	540	169	1653	8
119	230	559	309	1654	8
207	178	559	299	1655	8
130	259	218	174	1656	4
135	176	515	305	1657	8
89	18	367	2	1658	1
150	236	539	171	1659	8
1	235	165	207	1660	1
236	323	291	309	1661	9
195	123	583	288	1662	8
34	168	367	13	1663	1
170	316	292	270	1664	5
86	63	536	277	1665	8
55	208	81	222	1666	1
263	317	367	287	1667	9
87	151	540	208	1668	8
104	618	255	434	1669	2
185	242	330	290	1670	5
146	0	126	161	1671	1
250	267	236	287	1672	5
219	319	260	271	1673	9
225	221	542	349	1674	8
141	0	202	157	1675	1
84	90	97	94	1676	1
540	351	387	333	1677	7
198	250	243	233	1678	5
202	226	586	216	1679	8
0	240	560	233	1680	8
264	292	277	260	1681	9
152	116	602	275	1682	8
104	90	573	273	1683	8
260	314	303	295	1684	9
153	328	265	304	1685	5
134	65	384	25	1686	1
163	46	586	239	1687	8
0	66	572	275	1688	8
141	223	145	37	1689	1
265	260	256	151	1690	4
654	0	240	191	1691	7
144	197	241	210	1692	5
84	0	522	154	1693	8
254	307	273	256	1694	9
95	46	604	179	1695	8
181	189	542	298	1696	8
138	221	250	0	1697	1
411	477	462	624	1698	3
134	132	632	259	1699	8
181	182	569	224	1700	8
90	164	611	199	1701	8
142	45	449	164	1702	8
279	210	275	286	1703	5
144	211	587	282	1704	8
529	639	443	383	1705	10
107	0	573	176	1706	8
115	383	0	522	1707	2
177	108	530	251	1708	8
215	263	277	223	1709	4
289	347	360	208	1710	9
148	142	188	171	1711	1
236	141	250	266	1712	5
483	514	355	338	1713	10
182	316	273	302	1714	5
378	268	232	250	1715	9
82	143	498	248	1716	8
0	112	389	101	1717	8
63	189	546	290	1718	8
370	431	365	548	1719	3
160	298	241	306	1720	5
246	272	248	278	1721	5
268	236	303	242	1722	4
80	203	587	260	1723	8
0	62	543	228	1724	8
144	109	212	33	1725	1
181	306	262	266	1726	5
245	285	230	269	1727	5
546	642	495	343	1728	10
235	327	220	333	1729	9
46	244	587	276	1730	8
163	182	535	276	1731	8
96	171	152	406	1732	5
168	259	203	276	1733	5
149	0	578	175	1734	8
225	268	210	153	1735	4
133	180	395	0	1736	4
266	249	283	303	1737	9
162	252	534	271	1738	8
49	167	514	138	1739	8
58	82	587	247	1740	8
230	228	243	305	1741	5
119	267	515	133	1742	8
619	69	315	189	1743	7
183	237	299	184	1744	4
330	394	390	368	1745	9
247	324	279	150	1746	4
88	117	368	215	1747	8
181	213	595	300	1748	8
183	136	196	255	1749	1
344	228	241	279	1750	9
48	92	554	71	1751	8
159	152	615	263	1752	8
661	221	304	271	1753	7
249	316	283	227	1754	9
128	205	553	220	1755	8
104	4	557	282	1756	8
164	161	242	187	1757	1
185	340	286	165	1758	4
309	264	274	294	1759	9
29	199	63	189	1760	1
234	306	268	228	1761	4
135	243	558	285	1762	8
191	271	191	266	1763	5
202	413	189	262	1764	9
125	171	588	174	1765	8
330	299	323	233	1766	9
654	372	342	341	1767	7
198	315	294	339	1768	9
144	128	435	215	1769	8
88	0	412	201	1770	8
76	64	120	182	1771	1
68	248	610	259	1772	8
166	86	536	249	1773	8
122	265	289	189	1774	4
92	0	534	242	1775	8
87	256	263	204	1776	5
291	309	273	300	1777	9
289	341	337	218	1778	9
112	232	171	194	1779	1
60	197	612	316	1780	8
143	293	315	271	1781	5
124	126	586	296	1782	8
456	282	238	166	1783	7
0	96	620	303	1784	8
228	306	285	288	1785	9
290	280	326	334	1786	9
244	178	277	218	1787	4
0	98	224	523	1788	5
308	243	236	264	1789	9
122	143	565	164	1790	8
256	317	295	265	1791	9
143	278	209	235	1792	5
192	225	515	256	1793	8
201	285	281	174	1794	4
91	129	640	326	1795	8
213	264	216	225	1796	4
201	387	397	207	1797	9
336	396	376	596	1798	3
238	151	196	287	1799	5
66	47	452	225	1800	8
210	333	320	259	1801	9
115	512	169	480	1802	2
106	323	276	217	1803	4
274	365	363	293	1804	9
223	374	316	311	1805	9
184	238	546	258	1806	8
7	257	535	242	1807	8
94	135	220	95	1808	1
123	292	277	225	1809	5
55	103	546	144	1810	8
588	70	210	137	1811	7
200	242	156	193	1812	4
65	53	197	246	1813	1
65	0	524	249	1814	8
145	63	196	291	1815	1
4	66	496	200	1816	8
118	277	265	231	1817	5
268	284	285	348	1818	9
127	238	11	250	1819	1
257	328	256	283	1820	9
148	139	226	197	1821	1
116	0	367	150	1822	1
162	113	527	135	1823	8
179	241	274	263	1824	5
269	300	352	291	1825	9
212	285	281	208	1826	4
133	100	508	176	1827	8
218	325	249	156	1828	4
147	92	262	203	1829	1
210	269	258	280	1830	5
58	267	530	88	1831	8
213	251	197	269	1832	5
197	311	212	172	1833	4
83	192	605	269	1834	8
259	364	218	269	1835	9
218	316	182	250	1836	5
236	230	234	270	1837	5
132	95	530	211	1838	8
67	202	198	516	1839	5
249	321	288	291	1840	9
196	250	212	292	1841	5
604	60	134	225	1842	7
0	73	532	300	1843	8
191	155	560	101	1844	8
243	268	240	225	1845	4
238	298	277	292	1846	9
155	97	241	77	1847	1
169	209	684	353	1848	8
146	179	494	248	1849	8
125	268	310	237	1850	5
32	634	106	457	1851	2
215	238	300	203	1852	4
222	313	270	260	1853	9
151	161	549	258	1854	8
231	267	298	270	1855	5
239	194	247	257	1856	5
263	320	247	245	1857	9
239	325	355	354	1858	9
136	65	166	178	1859	1
109	169	97	200	1860	1
45	144	555	325	1861	8
168	146	567	208	1862	8
0	188	541	153	1863	8
135	158	545	152	1864	8
245	85	254	190	1865	1
581	298	345	301	1866	7
152	247	284	240	1867	5
144	164	528	246	1868	8
520	0	140	103	1869	7
95	154	507	226	1870	8
379	378	263	348	1871	9
219	308	325	219	1872	4
157	208	528	213	1873	8
84	91	78	247	1874	1
149	171	114	199	1875	1
145	194	223	263	1876	5
60	119	488	152	1877	8
102	219	182	249	1878	5
104	156	540	262	1879	8
113	66	507	198	1880	8
487	466	478	459	1881	3
158	225	95	265	1882	5
134	63	524	197	1883	8
290	254	281	240	1884	9
105	0	207	278	1885	1
73	212	585	184	1886	8
187	270	316	292	1887	5
318	375	345	297	1888	9
273	404	352	322	1889	9
309	347	198	209	1890	4
244	271	220	242	1891	5
186	296	299	269	1892	5
70	235	560	271	1893	8
94	84	531	212	1894	8
198	252	563	230	1895	8
129	129	403	200	1896	8
149	177	516	5	1897	8
315	226	256	210	1898	4
547	0	249	267	1899	7
212	225	160	121	1900	4
181	194	173	178	1901	1
145	289	648	345	1902	8
80	0	605	244	1903	8
156	5	557	308	1904	8
299	284	229	207	1905	4
181	151	489	247	1906	8
69	178	529	340	1907	8
644	243	260	221	1908	7
324	332	284	286	1909	9
0	465	123	531	1910	2
327	321	240	189	1911	4
199	197	479	241	1912	8
244	286	290	259	1913	9
123	356	218	258	1914	5
126	58	167	213	1915	1
148	94	525	195	1916	8
60	311	159	500	1917	2
107	236	112	173	1918	1
210	278	229	289	1919	5
43	99	355	127	1920	1
265	345	275	158	1921	4
99	225	176	247	1922	5
294	250	517	111	1923	8
215	255	280	217	1924	4
171	201	621	283	1925	8
98	227	601	265	1926	8
281	272	337	298	1927	9
87	42	546	278	1928	8
171	305	281	251	1929	5
103	497	183	508	1930	2
157	176	175	141	1931	1
581	368	292	164	1932	7
104	115	555	254	1933	8
195	358	308	229	1934	9
433	202	174	255	1935	7
97	126	285	171	1936	1
208	275	280	325	1937	5
50	122	568	255	1938	8
190	231	264	269	1939	5
258	310	284	258	1940	9
205	240	141	72	1941	1
138	221	566	264	1942	8
10	247	143	161	1943	1
645	319	250	279	1944	7
198	265	331	237	1945	4
173	153	237	246	1946	5
78	210	569	334	1947	8
131	284	163	270	1948	5
137	104	643	145	1949	8
128	47	588	255	1950	8
290	306	296	271	1951	9
0	82	575	279	1952	8
271	282	251	248	1953	9
16	108	563	240	1954	8
134	178	570	152	1955	8
95	159	562	225	1956	8
66	153	604	270	1957	8
94	516	55	552	1958	2
107	186	611	306	1959	8
122	215	656	228	1960	8
170	343	273	323	1961	5
89	53	170	249	1962	1
77	223	438	106	1963	8
0	73	622	174	1964	8
208	255	292	255	1965	5
